GeneID	SRR1023811	SRR1023810	SRR1023805	SRR1023808	SRR1023812	SRR1023806	SRR1023809	SRR1023807
WP_003402246.1	2372	1916	2620	987	2459	2533	1953	1197
WP_003402248.1	1635	1431	1782	632	1484	2064	1517	817
WP_003402250.1	1488	935	1798	679	1512	1521	1367	788
WP_072139340.1	699	513	623	377	778	569	629	488
WP_003402268.1	1720	1706	2181	1355	1698	2357	1656	1670
WP_042507427.1	13578	12187	18645	10486	12494	17932	11471	11335
WP_003402272.1	2580	2091	3160	2362	2292	2950	1952	2251
WP_003402282.1	3455	1465	1823	1604	3167	2112	1476	2299
WP_003907392.1	228	83	155	86	213	128	90	96
WP_003898460.1	1236	943	903	531	1140	1077	840	699
WP_003402285.1	1457	1597	2002	770	1423	1834	1506	900
WP_003402286.1	5094	5559	6760	2595	4809	6674	4952	2923
WP_003898463.1	868	1220	1018	337	802	1342	957	467
WP_003402288.1	130	115	165	110	125	156	131	115
WP_003903009.1	134	130	213	95	160	148	167	89
WP_003917302.1	2173	1154	839	1001	1904	1047	1010	1480
WP_003402294.1	3685	5895	3102	2925	2989	4475	4314	4097
WP_003898464.1	1628	2103	1851	1141	1613	2178	1888	1448
WP_003402297.1	3879	3639	4395	1812	4318	4454	4013	2076
WP_003402299.1	4257	4256	3991	1671	3806	4932	3896	2299
WP_003402301.1	12260	9882	11064	5401	10616	12895	9450	6679
WP_003402304.1	2126	1581	1973	855	1809	2345	1762	1039
WP_003402306.1	4164	3311	3842	1610	4197	4024	3255	1968
WP_003898467.1	4539	3154	3168	1980	4420	3264	2915	2754
WP_003402311.1	5098	3039	3337	1291	3868	5213	2853	2040
WP_003402316.1	38449	9688	1577	4237	31564	2004	7530	4289
WP_003402318.1	9409	3956	2887	1103	8140	3289	3281	1284
WP_003402323.1	11555	10975	11558	4691	10576	13095	9554	5595
WP_003898470.1	409	419	587	352	423	563	531	388
WP_003402327.1	999	1069	1369	744	1062	1346	1132	899
WP_042507429.1	3555	3584	4766	2219	3333	5050	3785	2783
WP_003402332.1	1836	1847	2168	1558	1796	2302	1716	1772
WP_003402335.1	1653	1729	2427	1019	1614	1922	1783	1139
WP_042507430.1	17810	19504	15761	6471	13269	23367	14422	9286
WP_003402341.1	3072	3483	3352	2195	2946	3675	3397	2762
WP_003402344.1	3291	3678	3642	1842	3042	4129	3217	2284
WP_003402347.1	2926	2553	2747	1221	2693	3213	2475	1542
WP_003898475.1	9813	7167	6948	4135	8677	7953	6064	4609
WP_003402350.1	1753	1576	1726	730	1731	1863	1445	1005
WP_003402351.1	1033	1189	1690	411	914	1721	1061	527
WP_003402354.1	1690	2112	2266	736	1524	2628	1899	967
WP_003402357.1	23339	8557	7962	8137	22183	8891	7392	10382
WP_003900154.1	5164	3337	3055	1797	4846	3883	2988	2525
WP_003402361.1	11545	4529	5710	5208	11072	5780	4675	6791
WP_003402367.1	6545	5932	7940	5879	6515	8779	6034	7723
WP_003402370.1	1003	846	1333	819	956	1352	1005	996
WP_003402377.1	223	282	300	116	245	376	225	141
WP_003402379.1	1352	1597	1630	731	1185	2029	1342	919
WP_003402390.1	6045	5688	6737	5803	5656	7440	5400	7319
WP_003900942.1	556	292	492	467	405	581	352	553
WP_003402393.1	2587	1973	2283	1650	1949	2952	1944	2156
WP_003402400.1	320	368	314	178	266	424	282	227
WP_003898482.1	799	1007	859	457	748	1118	842	644
WP_003402414.1	654	617	676	401	603	815	543	558
WP_003898484.1	2929	2913	3386	1839	2583	3974	2677	2384
WP_003900945.1	4870	3969	4758	2588	4575	5833	3727	3285
WP_003402426.1	5389	4442	4963	2414	5120	5807	4261	3129
WP_003402432.1	1846	1570	1978	864	1801	2239	1651	1064
WP_003402433.1	1236	1097	1457	599	1321	1504	1250	702
WP_003900159.1	2298	1929	2249	811	2182	2832	1980	1140
WP_003402437.1	5075	6216	7725	2699	4782	8117	5571	3037
WP_003402602.1	10721	6932	8201	3606	10197	9502	6832	4900
WP_003402607.1	15167	11126	12252	5909	14460	14372	10998	7546
WP_003898486.1	18286	18318	19779	10305	16792	21407	16815	12782
WP_003402621.1	9746	12794	13778	3298	9184	14727	11053	4051
WP_003402626.1	1649	1829	1599	595	1356	2076	1445	785
WP_003402684.1	5460	8030	6350	3127	4707	8251	6295	4111
WP_003402688.1	2001	1810	2456	877	1643	2824	1763	1133
WP_003898489.1	3121	4599	5328	1726	3071	5865	4214	2088
WP_003402695.1	485	617	761	308	457	860	676	340
WP_003402699.1	19253	14575	19334	10513	17816	21618	16543	13283
WP_003402702.1	8389	6398	8690	4459	7922	10058	6967	5299
WP_003900163.1	15575	14930	16903	8676	14398	20325	14533	11341
WP_003898491.1	4077	3577	4984	2358	4203	5539	3928	2706
WP_003402713.1	2720	2241	3267	1533	2559	3745	2652	1705
WP_003402715.1	1177	1077	1453	598	1117	1631	1233	840
WP_003898492.1	921	2260	1459	509	690	2199	2059	741
WP_003402807.1	9511	22388	16634	5967	8251	19317	20933	7457
WP_003402810.1	3450	3675	3958	1285	3156	4309	3644	1514
WP_003402818.1	2249	1552	1703	923	2317	1778	1457	1177
WP_003402824.1	3135	1929	2281	990	2940	2313	1869	1209
WP_014588050.1	244	183	270	118	243	268	177	120
WP_003402827.1	326	262	356	161	345	353	253	179
WP_003898493.1	92	121	105	45	84	150	90	60
WP_003911231.1	2914	2904	3082	1650	2793	3124	2554	1987
WP_003402842.1	658	1055	760	279	606	995	736	394
WP_003402844.1	5971	3991	4522	3462	5430	5469	3285	4477
WP_010924260.1	2123	1353	1568	923	1999	1890	1228	1287
WP_003402846.1	1816	1034	1533	983	1730	1787	1108	1144
WP_003402847.1	1789	1075	1593	941	1588	1793	1250	1196
WP_010924261.1	3838	2776	3615	1998	3693	4263	2790	2497
WP_003402849.1	3308	2531	3018	1559	2986	3605	2511	2072
WP_010924262.1	13461	10536	8724	7476	11447	11044	8421	10709
WP_003402851.1	3140	2715	2510	2239	3001	2665	2597	3037
WP_003402853.1	1602	1085	1247	692	1349	1445	1101	834
WP_003900950.1	601	408	439	239	416	643	424	350
WP_010924263.1	1934	2113	2277	990	2291	2443	2270	1364
WP_003402861.1	2835	2858	3056	1053	2644	3178	2746	1326
WP_003402865.1	1517	1214	1261	521	1463	1497	1326	715
WP_003402867.1	741	571	693	333	657	699	644	418
WP_003402868.1	1491	1567	1605	646	1419	1876	1372	832
WP_003402870.1	6626	6772	7568	3543	6518	8611	6418	4411
WP_003900169.1	3720	4006	3193	2522	3333	3811	3355	3301
WP_003402875.1	3250	3477	3875	3555	3507	3400	3928	4388
WP_003402886.1	345	396	357	155	356	400	351	208
WP_071854203.1	3089	2535	3311	1573	3425	3582	2942	1840
WP_003402896.1	4553	3412	4403	2375	4797	3975	3531	2858
WP_003402901.1	2460	2306	2750	1102	2365	2727	2093	1333
WP_003402904.1	20493	19321	20178	8793	18114	25315	18214	11350
WP_003402907.1	1350	1313	1514	530	1292	1572	1174	637
WP_003402909.1	2153	2239	1935	1253	2265	2466	1919	1623
WP_003915439.1	4391	2965	3018	2044	3705	3643	2893	2763
WP_003898500.1	684	509	602	855	588	593	528	1110
WP_003402915.1	447	344	337	436	371	384	352	547
WP_003402917.1	1371	1360	1425	794	1213	1572	1340	989
WP_003402920.1	1785	1706	1651	1123	1674	1964	1666	1452
WP_003402923.1	817	836	940	574	865	953	872	684
WP_003402925.1	1242	1030	1153	441	1158	1296	943	581
WP_003917316.1	6884	6533	7406	3579	6590	8507	6736	4833
WP_003402929.1	1665	1430	1820	866	1733	1886	1529	929
WP_003900963.1	1642	1817	2223	1405	1893	2343	1866	1623
WP_003402936.1	3681	4384	3940	2183	3604	4464	3727	2791
WP_003402937.1	5570	5639	7610	3278	6069	6387	5392	3482
WP_003402938.1	928	5223	3531	558	831	4093	3186	673
WP_003402939.1	1037	794	934	617	1016	1064	875	846
WP_003402957.1	5287	4021	5128	2226	4704	6110	4246	2862
WP_003402959.1	7095	7633	4342	6537	6830	4665	7237	9060
WP_003900965.1	1991	1714	1490	1346	2000	1802	1648	1673
WP_003898504.1	2234	1716	1682	789	2034	1716	1620	1015
WP_003402987.1	936	835	759	235	716	1127	749	287
WP_003900173.1	4299	2499	3168	1932	4099	3588	2387	2358
WP_003402992.1	6662	5799	7695	5433	6592	8165	5529	7079
WP_003402995.1	561	523	578	410	514	673	514	518
WP_078440980.1	1213	1201	971	769	1076	1164	951	990
WP_003403001.1	1668	1355	997	1815	1468	1206	909	2180
WP_003898507.1	1122	1218	631	244	734	874	573	413
WP_003403007.1	753	566	582	377	728	623	534	485
WP_003403008.1	689	1072	738	339	708	839	771	320
WP_003898508.1	290	202	237	154	275	233	222	169
WP_003900174.1	3031	3516	3758	2193	2561	4422	2950	2995
WP_003403012.1	3349	4469	3915	2233	2778	5064	3523	2748
WP_010924269.1	8544	11806	13343	8377	8314	16632	12066	11882
WP_003898509.1	2864	2937	5319	2659	2918	4223	3362	2760
WP_003898511.1	2830	3652	2952	1486	2567	3756	2869	1983
WP_003403017.1	4391	5648	3643	2309	3297	5178	3821	2901
WP_003403039.1	882	991	749	598	947	851	650	784
WP_003403047.1	1420	1382	1253	762	1511	1391	1219	940
WP_003403052.1	2677	2037	2362	1033	2303	2498	2386	1150
WP_003917318.1	1246	924	1064	762	1222	1014	892	833
WP_003403065.1	4105	2818	2919	3370	3883	3011	2711	4162
WP_003403095.1	2909	2552	2907	2453	2890	3055	2384	3039
WP_003898514.1	2793	1792	2194	1695	2816	2375	1990	2063
WP_003403104.1	1758	1446	1796	1023	1666	1876	1512	1122
WP_003403112.1	512	374	505	321	535	424	353	367
WP_003403114.1	636	422	731	447	803	509	545	453
WP_003403119.1	898	667	862	494	928	918	723	540
WP_003403122.1	451	380	354	173	399	412	364	230
WP_003403125.1	349	328	282	151	378	299	330	243
WP_003403128.1	4153	7657	6329	1545	3536	9387	6129	2212
WP_003403137.1	1433	1672	1964	724	1322	2041	1490	788
WP_003403139.1	1165	1285	1475	580	1088	1467	1056	635
WP_003900973.1	167	97	161	87	174	183	141	130
WP_003403144.1	82	55	100	27	87	91	80	45
WP_003403148.1	118	113	127	58	104	143	141	81
WP_003403164.1	140	155	87	61	107	142	97	78
WP_003900184.1	2036	1905	1957	702	1919	2154	1733	968
WP_003403171.1	951	892	1022	828	830	1213	855	966
WP_003403177.1	1195	1185	1365	1014	1208	1564	1121	1188
WP_003403184.1	2062	1824	1935	1119	1818	2391	1706	1549
WP_003403187.1	1818	1588	1634	986	1537	2081	1503	1341
WP_003900974.1	719	598	728	375	610	769	566	498
WP_003906399.1	289	223	277	166	241	305	235	222
WP_016719609.1	569	337	457	258	526	462	360	337
WP_003898524.1	2244	1703	1812	897	2069	2012	1698	1256
WP_003898525.1	1761	1292	1897	854	1770	1347	1499	884
WP_003898526.1	869	651	701	449	825	780	673	585
WP_003900188.1	17433	14138	13882	7558	17097	16887	13232	10410
WP_003898528.1	287	209	293	133	303	272	216	199
WP_003403210.1	345	164	289	614	376	227	213	659
WP_003898530.1	468	299	472	430	436	368	326	515
WP_003403213.1	551	418	695	377	551	503	490	399
WP_003403218.1	625	442	615	342	571	536	521	409
WP_003900189.1	996	750	963	420	1079	955	831	579
WP_003900190.1	84	78	42	62	74	76	68	74
WP_003906403.1	57	56	27	66	59	29	45	94
WP_009936328.1	317	242	438	261	381	326	363	282
WP_003898532.1	921	881	1188	1076	1026	1140	987	1345
WP_003403232.1	472	451	439	513	471	462	403	622
WP_003403235.1	701	649	745	727	711	699	761	939
WP_003403236.1	763	846	877	567	799	911	856	713
WP_003403239.1	1923	1860	1658	799	1831	2019	1683	1144
WP_003403244.1	1568	951	1263	1049	1508	1296	1030	1445
WP_003403246.1	1530	1119	1177	1063	1461	1315	1038	1474
WP_003403248.1	4401	3430	3400	6159	4142	4016	3290	8483
WP_003900979.1	1672	1472	1657	1572	1628	1988	1479	2021
WP_003905355.1	2209	2026	2299	1204	2149	2560	2003	1527
WP_003917323.1	2026	1723	1991	878	2075	2199	1710	1227
WP_003403259.1	6769	5962	5740	2904	6346	6717	5102	3527
WP_003403262.1	2150	2578	3059	968	1859	3525	2472	1291
WP_003403266.1	2546	1918	2358	1746	2401	2284	1746	2061
WP_003403268.1	2907	1739	2856	1113	2364	3290	2284	1480
WP_003898538.1	3394	1405	1868	1005	2836	2114	1469	1273
WP_003403277.1	7306	3605	4212	2371	6133	5392	3728	2966
WP_003903106.1	8650	5033	5802	3023	7369	7029	4629	3601
WP_003403282.1	11179	6176	9262	4410	10477	8409	6354	4638
WP_003403284.1	7867	4189	5446	3534	6828	5823	4796	4336
WP_003403288.1	13820	8595	10027	5897	11534	12460	8278	7174
WP_003403291.1	9907	7980	7398	3762	8603	9385	6723	4766
WP_003403292.1	22514	13862	18899	11277	20485	21703	15048	13818
WP_003900195.1	17202	16383	20621	6086	15708	21750	14698	6889
WP_003403302.1	10105	9461	11311	2832	9114	13113	8676	3443
WP_003900985.1	5579	4181	4720	1531	4763	5687	3740	2039
WP_003403310.1	3009	2371	3392	1106	2712	2813	2149	1360
WP_003403314.1	4276	3175	3866	1274	4109	4160	3153	1595
WP_003403317.1	6320	4770	5125	1563	5786	5809	4412	2208
WP_078440991.1	2413	3253	3411	1137	2429	3951	3040	1587
WP_003403326.1	423	618	617	177	394	747	503	275
WP_003403330.1	373	497	521	160	393	668	518	232
WP_003403341.1	3976	3449	4144	1660	3691	4790	2973	2028
WP_003403353.1	10011	9054	8128	2754	7194	12512	6449	4288
WP_003403355.1	8488	7045	6785	2581	6326	10240	5617	3871
WP_003403360.1	2524	2615	2151	1526	2057	2800	1948	2119
WP_003403363.1	27304	47986	52411	15845	23803	63359	42004	20185
WP_003403365.1	309	296	316	199	304	334	257	197
WP_003403368.1	547	362	584	291	600	520	487	356
WP_003403371.1	525	513	702	312	573	684	553	330
WP_003403376.1	4523	3765	5090	2497	4436	5214	3886	3154
WP_003403381.1	4904	3994	5612	3269	4939	5400	4370	3956
WP_003403386.1	156	118	144	98	166	161	129	125
WP_003403393.1	396	191	261	169	337	302	261	236
WP_003898547.1	5681	3088	3276	2538	5303	3868	2888	3105
WP_003900200.1	808	325	381	321	664	426	361	368
WP_003403405.1	497	208	230	167	436	276	180	219
WP_003898549.1	152	51	70	52	141	69	41	58
WP_003403408.1	236	229	438	126	299	344	247	109
WP_003900992.1	90606	58511	68007	43131	77147	80666	54853	47960
WP_003917327.1	77163	52390	58797	36289	65953	72861	48752	41685
WP_003910994.1	1800	1316	1598	944	1935	1585	1240	948
WP_003403419.1	4063	3212	2989	3448	3662	3648	2934	4744
WP_003403421.1	2713	2247	2291	1509	2548	2526	2215	2014
WP_003403423.1	5784	6127	4580	2620	4698	6359	4618	3369
WP_003403426.1	1563	1763	1331	859	1312	1846	1425	1128
WP_003403429.1	889	731	705	487	732	876	677	591
WP_003403433.1	2152	1311	1628	2494	1953	1934	1216	3420
WP_003898551.1	44383	22408	37673	68871	42141	40276	20952	80321
WP_003403439.1	14403	6643	9885	21323	12696	11111	6137	24435
WP_003403442.1	8480	5683	7923	15791	7578	8862	5845	19022
WP_003403446.1	5698	4086	5264	6265	4899	5762	3557	7226
WP_003403448.1	2532	2428	2959	1600	2173	3004	2321	1833
WP_003403451.1	2390	2144	2753	1530	2446	2930	2238	1905
WP_003403453.1	6899	4284	4825	2327	5312	5886	4121	2422
WP_003917330.1	10175	7729	7617	3261	7747	9881	6220	3961
WP_003898554.1	26588	16959	22105	9965	22901	24665	17679	11047
WP_003403463.1	24900	15954	21563	9757	20631	23546	17354	10830
WP_003403465.1	2915	2479	2619	1723	2590	2823	2337	2056
WP_003403468.1	2314	1120	1376	1274	2056	1372	1192	1723
WP_003898555.1	2818	2241	2510	1389	2527	2925	2316	1754
WP_003403474.1	361	312	266	143	293	374	273	202
WP_003403477.1	4719	2622	3301	4366	5043	3027	2596	5091
WP_003403482.1	4021	1841	2798	4287	4285	2322	2037	4756
WP_003898556.1	5661	6544	5079	1807	5035	6347	6188	2485
WP_003911266.1	5158	5716	5091	2129	5053	5524	6082	2308
WP_003403490.1	9674	12689	10164	4062	9063	11875	11221	4502
WP_003403497.1	5561	6985	6495	2187	5300	7965	6684	2611
WP_003403501.1	4584	5241	5433	1696	4507	6213	5283	2054
WP_003403503.1	1075	1252	1357	563	998	1542	1367	576
WP_003906426.1	193	182	174	76	214	183	185	102
WP_071854204.1	611	316	441	263	636	427	315	301
WP_003901901.1	1557	525	783	644	1527	650	596	730
WP_003403569.1	25	9	23	12	16	31	11	16
WP_003917334.1	12180	13242	13777	5835	10624	19565	11654	7750
WP_003403578.1	21198	18712	23993	13547	19672	27846	18561	13586
WP_003403579.1	31988	27438	33158	17550	27849	40810	26420	19477
WP_003403580.1	19270	15907	20254	9473	18223	22723	16655	10527
WP_003403581.1	11581	8314	11481	4861	10031	14404	9469	5985
WP_042507469.1	4217	2550	4232	1761	3372	5594	3192	2221
WP_003403582.1	26628	21232	28014	11560	22867	34755	22503	13816
WP_003403584.1	10055	7712	12052	4785	8993	12110	8522	4891
WP_003403587.1	10040	9450	10458	4400	8757	13773	8834	5184
WP_003403590.1	19030	18478	20636	7906	16095	27427	16308	9095
WP_003403592.1	10741	10558	11679	3844	8319	15961	8889	5215
WP_003403594.1	6538	5434	7809	2799	5376	9239	5231	3215
WP_003403596.1	8002	6480	9393	3719	6417	11675	6468	4173
WP_003898561.1	4910	2835	2808	3705	4359	3010	2492	4150
WP_003403610.1	1466	774	843	1765	1321	915	685	1983
WP_003898562.1	2677	2035	2359	945	2286	3234	2142	1538
WP_003403649.1	8892	5725	7938	3153	8362	8634	6082	3478
WP_003403654.1	9271	6031	7782	3286	8664	8995	6175	3602
WP_003403660.1	13765	9400	10951	4138	11347	14661	8879	5410
WP_003403667.1	3993	2498	2827	1066	3088	4041	2449	1530
WP_003403669.1	9999	6948	8033	3098	8807	9953	6649	3599
WP_003403673.1	13520	9599	10582	4250	11063	13620	8491	5038
WP_003403677.1	6795	4940	4921	1702	5339	6877	4581	2561
WP_003403680.1	16577	11863	12910	5277	13368	17487	11571	6639
WP_003403683.1	6320	5126	4853	1936	4891	7352	4579	2515
WP_003898563.1	17833	12359	17512	7017	16669	18366	13162	8007
WP_003898564.1	15931	13798	14082	16433	14464	16833	12413	21239
WP_003403687.1	2124	1401	1707	1529	1955	1866	1512	1900
WP_003403691.1	6225	4485	4092	1933	5640	4989	3740	2627
WP_003403695.1	974	726	1053	758	1103	882	871	885
WP_003898565.1	599	739	707	372	589	837	691	500
WP_003900204.1	1065	991	930	748	1014	1272	988	1037
WP_003403710.1	4338	4839	4140	2005	3957	5170	4179	2703
WP_003403717.1	1952	2091	1617	658	1695	2336	1548	940
WP_003403723.1	15961	12449	16236	5496	15142	16780	12073	6852
WP_003403726.1	7898	5498	7342	3112	7257	8077	5691	3995
WP_003403728.1	8061	6593	8399	3248	7940	9365	7166	4468
WP_003403731.1	630	548	678	321	625	868	621	434
WP_003403733.1	666	727	707	318	635	830	634	452
WP_003898567.1	79	67	51	26	65	81	48	36
WP_003403738.1	339	335	341	168	318	343	338	196
WP_003906436.1	79	66	56	26	52	78	60	43
WP_003403741.1	3975	4178	3672	3386	3771	4635	3638	4665
WP_003898568.1	827	653	711	310	711	834	596	389
WP_010924288.1	686	438	566	300	556	609	514	313
WP_003403746.1	415	332	344	162	367	440	266	235
WP_003403752.1	1134	1315	1570	495	1053	1638	1466	533
WP_003901009.1	401	618	503	135	367	698	483	202
WP_003403820.1	874	979	736	348	826	906	851	407
WP_003403827.1	1185	1246	944	442	1016	996	1248	577
WP_003403828.1	28	15	20	15	24	22	24	25
WP_003901010.1	73	44	42	34	83	59	54	48
WP_010924292.1	1390	728	641	583	1420	918	659	859
WP_003907476.1	103	67	34	41	101	72	52	48
WP_010924293.1	1427	1188	1221	1412	1330	1855	1064	2152
WP_003403834.1	930	901	838	335	935	997	664	430
WP_003403837.1	933	807	853	358	908	887	636	453
WP_003403839.1	344	290	565	192	393	298	257	168
WP_003403841.1	3324	2499	6333	3583	4056	3595	3767	3172
WP_003403844.1	3445	2430	2562	2801	3035	2796	2396	3772
WP_003403845.1	2285	1022	1118	1458	1933	1526	992	1948
WP_003917341.1	2952	1638	1622	1983	2749	1936	1432	2747
WP_003917342.1	925	600	707	996	872	852	594	1240
WP_003898574.1	2005	1596	1995	1001	1574	2305	1535	1179
WP_003917344.1	4537	4805	4738	2070	3893	6146	4394	2948
WP_003403867.1	6257	6384	6356	4104	5231	7488	5264	4939
WP_003898576.1	4878	5175	4883	3394	4578	5790	4331	4473
WP_003403876.1	1796	1352	1496	761	1495	1686	1159	943
WP_003403880.1	2535	1870	1729	816	2040	2175	1597	936
WP_003403885.1	13104	10453	7964	3532	10309	10621	8357	4591
WP_003403887.1	754	530	672	385	702	634	516	541
WP_003403890.1	292	189	199	121	232	232	165	172
WP_003898577.1	1590	1142	1232	1105	1551	1417	1010	1333
WP_003898578.1	752	618	622	639	601	893	555	918
WP_003403911.1	1183	984	1014	999	1126	1163	908	1165
WP_003403915.1	658	836	730	692	612	765	776	857
WP_003403919.1	1337	1135	786	669	1114	1096	888	908
WP_003898579.1	766	580	504	262	705	574	462	369
WP_003403924.1	716	483	399	219	623	558	392	272
WP_003403928.1	444	344	394	176	383	371	289	198
WP_003898580.1	2553	2125	2028	1070	2309	2472	1920	1368
WP_003403933.1	3694	3166	3471	1424	3623	3977	3149	1660
WP_003403938.1	5058	4503	5025	1785	4854	5443	4638	2112
WP_003917345.1	1409	1078	1644	771	1497	1493	1397	899
WP_003403949.1	881	467	539	365	795	603	516	451
WP_003898583.1	4447	2903	3818	2414	4172	3832	3246	2911
WP_003898584.1	3554	2581	2871	1714	3646	3007	2498	2014
WP_003403957.1	780	654	645	337	780	692	647	454
WP_003403962.1	2582	1758	1767	928	2414	1815	1616	1033
WP_003898586.1	8396	4656	4829	2790	7521	5451	4545	3314
WP_003403974.1	909	537	587	253	869	646	550	348
WP_023641775.1	4299	2779	3507	2361	4331	3392	2868	2608
WP_003898589.1	816	798	922	1494	740	1041	804	1896
WP_003904475.1	2617	1687	1605	1074	2227	2128	1422	1451
WP_003403989.1	1159	870	637	627	941	762	632	802
WP_031646909.1	3016	1952	3066	2159	3427	2453	2188	2593
WP_003403993.1	2587	1017	1459	1577	2316	1256	1082	1619
WP_003403995.1	4847	2736	2659	2958	4578	2819	2575	3630
WP_003403998.1	2260	1754	1101	2970	2164	1061	1733	3445
WP_003404002.1	1299	1035	976	911	1248	1039	847	1004
WP_003404004.1	2545	1982	1832	1364	2168	2168	1783	1721
WP_003917346.1	4310	3279	2775	2568	3738	3288	2938	3183
WP_009935676.1	130	101	103	60	93	122	76	83
WP_003404092.1	2895	2376	2420	1285	2594	2860	1971	1588
WP_003404098.1	3559	2754	3394	1711	3481	3429	2574	1975
WP_003404103.1	1905	1504	1416	783	1764	1724	1440	1024
WP_003898592.1	1570	1822	1389	625	1588	1774	1557	786
WP_003404111.1	1588	1570	1195	818	1518	1465	1272	939
WP_010924301.1	9156	6292	6504	3591	8248	7764	5950	4744
WP_003404117.1	1308	859	992	516	1173	1162	941	740
WP_003404120.1	15291	12690	12746	5836	14157	15222	11772	7318
WP_003898594.1	5521	4081	4211	2578	5136	4647	3741	3066
WP_003404127.1	419	427	424	390	364	506	449	531
WP_003404129.1	10813	10322	11607	9876	10591	12641	9518	12148
WP_003404132.1	8228	6608	6997	4261	7627	7734	6306	5498
WP_003404135.1	6655	4774	5396	3486	6033	5217	4472	4654
WP_003404137.1	2781	1983	2305	2515	2625	2497	1965	3079
WP_003404139.1	1472	1193	1621	742	1398	1640	1418	964
WP_003898596.1	4154	3091	2762	1722	3500	3608	2288	2333
WP_003404143.1	2821	2453	1581	722	2119	2762	1395	1200
WP_003404278.1	295	269	260	98	229	340	260	133
WP_003404293.1	32	43	30	15	29	44	25	13
WP_003898598.1	555	354	621	237	573	537	465	301
WP_003404298.1	661	414	545	292	619	563	429	313
